"dataset","method","split_id","X1.transaction.date","X2.house.age","X3.distance.to.the.nearest.MRT.station","X4.number.of.convenience.stores","X5.latitude","X6.longitude"
"real_estate_valuation","uni_loo",1,3.61009655757646,-0.304323012944434,-0.00731029732684511,2.63603507167639,611.333354613282,510.348879384079
"real_estate_valuation","uni_loo",2,8.5087518674577,-0.181617898182764,-0.00690033777495851,2.60104886049724,555.257324481456,448.807447489211
"real_estate_valuation","uni_loo",3,3.52993630051558,-0.236473846227664,-0.00698205440879294,2.93260627225262,639.974208612091,485.575614896455
"real_estate_valuation","uni_loo",4,5.95652041728075,-0.242205944083549,-0.00680214452299309,2.68729074008571,583.636320869339,471.780474970523
"real_estate_valuation","uni_loo",5,4.07957833290539,-0.21317318678316,-0.0069006801638243,2.47271363716573,533.196671623798,464.668910161106
"real_estate_valuation","uni_loo",6,1.93426802970482,-0.216803747023506,-0.00675736474850086,2.69301786322763,527.895130011172,424.728483848922
"real_estate_valuation","uni_loo",7,3.26321047861405,-0.260114703262383,-0.00701179381243381,2.31995854175116,606.82416327706,469.724600918632
"real_estate_valuation","uni_loo",8,3.39634725102028,-0.324679642341921,-0.00770749018422279,2.81364694846946,681.326311407131,464.320955127041
"real_estate_valuation","uni_loo",9,2.82320939086716,-0.232777968997275,-0.00729758542284117,2.48499540968557,643.231234627177,463.873369260142
"real_estate_valuation","uni_loo",10,1.42709774287737,-0.248953326085562,-0.00684086522000777,2.6764539337278,596.225241948636,460.458570848362
"real_estate_valuation","uni_loo",11,1.79568557651162,-0.335938606452401,-0.00790838280791554,2.74860422026216,657.012747883193,495.823115651475
"real_estate_valuation","uni_loo",12,6.08942282005971,-0.211343984384667,-0.00832934740886004,2.7697227520619,600.576550022418,542.03813050866
"real_estate_valuation","uni_loo",13,0.478900337549444,-0.257517741652424,-0.00720748823442644,2.64688802587523,598.422234373484,479.096262467408
"real_estate_valuation","uni_loo",14,7.56814515572225,-0.297744587919433,-0.00747405846929713,2.36697961106603,601.966638758486,509.458717973409
"real_estate_valuation","uni_loo",15,3.29215872620817,-0.248107887556391,-0.00687766562773876,2.90436701200479,618.31737285423,431.441176065223
"real_estate_valuation","uni_loo",16,5.64395456808138,-0.207118843714553,-0.00721819461389019,2.56878078528874,570.54294936438,431.463187013533
"real_estate_valuation","uni_loo",17,3.61358804924294,-0.245094354697908,-0.00701102800331483,3.05024380641714,636.099884417489,480.085481667772
"real_estate_valuation","uni_loo",18,0.825903766008924,-0.267282323626321,-0.00739948605895193,2.45441276287495,614.028128220015,398.547015201614
"real_estate_valuation","uni_loo",19,6.67156539108278,-0.271015974368413,-0.00773469341173371,2.5746959673962,555.684109420056,410.56085441579
"real_estate_valuation","uni_loo",20,3.58149291366272,-0.230234325748278,-0.00715107919938864,2.42743092666288,525.134168177822,361.100765787636
"real_estate_valuation","uni_loo",21,3.01404363900804,-0.225256913194899,-0.00688697448899894,2.76663019454231,601.075645735552,472.524851203404
"real_estate_valuation","uni_loo",22,2.86402049733696,-0.278441874364221,-0.00745840083122825,2.50867208818523,631.236804191625,455.409798266314
"real_estate_valuation","uni_loo",23,3.00572221606362,-0.27911132076448,-0.00697216615131909,2.91409352574718,594.498454752339,477.101833844244
"real_estate_valuation","uni_loo",24,4.57529313919335,-0.257897175138286,-0.00709421901379664,2.68625761578692,593.689519584407,490.302242891981
"real_estate_valuation","uni_loo",25,4.27617437228354,-0.136703858819165,-0.00728128676174786,2.69826626223173,627.179941381258,436.06622655781
"real_estate_valuation","uni_loo",26,2.32785581377173,-0.281951149343327,-0.00722322466228191,2.44325715763087,542.264339984913,483.794676424327
"real_estate_valuation","uni_loo",27,7.5578390050425,-0.261475381745331,-0.00709537025953922,2.64615579905983,606.058283256491,438.86290591362
"real_estate_valuation","uni_loo",28,6.64970455974506,-0.267011315464715,-0.00708285243709729,2.48979292029631,562.373746094972,470.953087230418
"real_estate_valuation","uni_loo",29,3.26041819674261,-0.298631712541029,-0.00725114156735991,2.54140161046804,592.355316047754,442.861424799671
